pmid,first_half,second_half_gold,word_count
34231744,El suicidio constituye una de las principales causas de muerte por lesiones en Argentina y existen pocos estudios que analicen las variaciones geográficas intra-urbanas en países en desarrollo. El objetivo de este estudio fue analizar la relación entre el suicidio y el nivel socioeconómico y la fragmentación social en áreas pequeñas de la Ciudad Autónoma de Buenos Aires (CABA) durante el período 2011-2015. Se realizó un estudio ecológico utilizando datos sobre registros de suicidio en población residente de la CABA disponibles en el Ministerio,"de Seguridad de la Nación. Se llevó a cabo una regresión múltiple espacial para poner a prueba la relación entre el suicidio e indicadores de nivel socioeconómico y de fragmentación social por área. El riesgo de suicidio estuvo asociado positivamente a mayores índices de fragmentación social, mientras no mostró relación con el índice de pobreza. Los resultados de este estudio apoyan la hipótesis de fragmentación social como un factor asociado positivamente al aumento del suicidio a nivel intra-urbano en ciudades de países en desarrollo.",168
34219055,"Sr Director: Es sobradamente conocido que los pacientes que requieren cateterismos crónicos sufren, como complicaciones a largo plazo, infecciones del tracto urinario de repetición, formación de litiasis, restricción de su independencia y empeoramiento de la calidad de vida, e incluso aumento de incidencia de cáncer urotelial (1). El cateterismo intermitente limpio (SIL) es considerado por las principales guías clínicas (AEU, EAU) como el gold estándar para estos pacientes, aunque","con fuerza débil de recomendación. Esta práctica está basada en la hipótesis de reducir el tiempo de exposición del urotelio a cuerpos extraños, además de aproximarse de una manera más fisiológica al ciclo de llenado-vaciado vesical normal. Sin embargo, desde su propuesta de introducción en 1966 (2), la evidencia disponible se apoya principalmente en estudios retrospectivos, asociando el cateterismo crónico con mayor incidencia de proteinuria y reflujo vesicoureteral (3).",138
34181828,"Introducción: La Red Internacional para la Investigación, Monitoreo y Apoyo a la Acción para la Alimentación, Obesidad y Enfermedades No Transmisibles (INFORMAS por su sigla en inglés) ha desarrollado el Protocolo para evaluar la Disponibilidad de Alimentos en Supermercados. Objetivos: Describir el proceso de adaptación del protocolo para utilizarlo en la Ciudad de Buenos Aires (BA) y evaluar la variabilidad inter-observador al aplicarlo en supermercados de la ciudad. Metodología: El principal indicador del protocolo es la disponibilidad relativa de alimentos saludables (AS) vs. no saludables (ANS), calculado como el cociente entre la longitud (m) de estantes asignados a AS y ANS (longitudAS/ANS). Se adaptó la selección de alimentos a incluir en el indicador para utilizarlo en BA. Para explorar el funcionamiento del indicador se construyó","una referencia, midiendo todos los alimentos y bebidas ofrecidos en 5 supermercados, que se clasificaron en AS y ANS según las guías alimentarias argentinas. El indicador se comparó con la disponibilidad relativa calculada a partir de la referencia. Para evaluar la confiabilidad inter-observador dos observadores realizaron mediciones en tres supermercados y se calculó el coeficiente de correlación intra-clase (CCI). Resultados: Según la referencia, el cociente longitudAS/ANS varió entre 0,16 y 0,61, con una media de 0,34 (DE 0,18). El indicador adaptado produjo resultados similares con una diferencia media de -0,05 (DE 0,04). El CCI entre la mediciones de ambos observadores resultó 0,92 (IC95% 0,86-0,98). Conclusión: Se adaptó el protocolo para aplicarlo en BA, con modificaciones en los alimentos a evaluar y una adecuada confiabilidad inter-observador.",250
34099615,"Una de las limitaciones para el uso de los Cuestionarios de Calidad de Vida Relacionada con la Salud y de los resultados reportados por pacientes es la dificultad de interpretar los valores obtenidos. La diferencia mínima clínica importante es una medida que ayuda a comprender los resultados de estos cuestionarios y valorar la relevancia clínica del efecto conseguido por la intervención realizada. En este trabajo revisamos el concepto de diferencia mínima clínica importante, describimos los métodos utilizados para su obtención y","exponemos sus dificultades, limitaciones y aplicabilidad. Dentro de los resultados reportados por pacientes y, particularmente, en los de calidad de vida, la diferencia mínima clínica importante es una herramienta que ayuda a los clínicos a utilizar correctamente las escalas de medida e interpretar el efecto de las intervenciones. Con este artículo esperamos facilitar la implantación y uso de la diferencia mínima clínica importante y los Cuestionarios de Calidad de Vida Relacionada con la Salud en la práctica habitual con nuestros pacientes.",162
34098623,"Objetivo. Analizar acciones de mujeres indígenas respecto a su cuidado durante el embarazo a través de prácticas cotidianas, nombradas como actos cotidianos de resistencia. Material y métodos. Se realizó un estudio cualitativo etnometodológico en Cuetzalan, Sierra Norte de Puebla, México; se aplicaron 93 cuestionarios a mujeres indígenas embarazadas; a 67 de ellas se les aplicaron entrevistas semiestructuradas. Se realizó análisis crítico del discurso. Resultados. Se identificaron tres actos cotidianos de resistencia para el","cuidado del embarazo: 1) Convivencia comunitaria; 2) Movilidad para la atención prenatal, y 3) Saberes del cuidado del embarazo. En conjunto, los actos describen acciones preventivas de morbilidad partiendo de la percepción cultural de riesgo en mujeres embarazadas de un contexto sociocultural y económicamente vulnerable. Conclusiones. El conjunto de prácticas cotidianas para el cuidado del embarazo por las mujeres debe ser reconocido como acciones inmediatas de prevención en pro de la salud materna.",146
34098620,"Objetivo. Describir y analizar el gasto de la Secretaría de Salud asociado con iniciativas de comunicación social de las campañas de prevención de enfermedades transmitidas por vectores (Zika, chikunguña y dengue) y la evaluación de impacto o resultados. Material y métodos. La in-formación se obtuvo de 690 contratos de prestación de servicios de comunicación social (2015-2017), asociados con dos declaraciones de emergencia epidemiológica (EE- 2-2015 y EE-1-2016). Resultados. Se","concluye una débil evaluación de impacto del gasto público. No existe evidencia suficiente que demuestre la correspondencia del gasto en comunicación social con la efectividad y cumplimiento de las campañas. Conclusiones. Los hallazgos permiten definir recomendaciones para vigilar, transparentar y hacer más eficiente el gasto público. Existe información pública sobre el gasto; sin embargo, es necesario garantizar mecanismos de transparencia, trazabilidad de contratos y evaluación de impacto de las campañas.",139
34098611,Objetivo. Evaluar los factores asociados con el cambio en la inseguridad alimentaria (IA) con las Encuestas Nacionales de Salud y Nutrición (Ensanut) 2012 y 2018-19. Material y métodos. Se obtuvo información de la Escala Latinoameri-cana y Caribeña de Seguridad Alimentaria en ambas encuestas. Mediante modelos de regresión logística ordinal se evaluó la contribución de ser beneficiario de programas sociales y otras variables sociodemográficas sobre el nivel de IA entre las dos encuestas. Resultados. La IA,"disminuyó 4.8 puntos porcentuales (p<0.0001). Los beneficiarios de programas presentaron mayor IA que los no beneficiarios (ß=0.258, IC95%: 0.192-0.325). Los hogares con estufa/horno para co-cinar y con agua en la vivienda presentaron mayor seguridad alimentaria. Conclusiones. La IA persiste en México como problema severo de salud pública en uno de cada cinco hoga-res con mayores carencias. Se requieren acciones integrales del Estado para fortalecer factores estructurales y mejorar el acceso económico de los sectores sociales empobrecidos.",151
34098606,"Objetivos. Actualizar la prevalencia de desnutrición y sus tendencias en los últimos 30 años e identificar factores asociados con la baja talla en una muestra representativa nacional de niños <5 años en México. Material y méto-dos. Se estimaron prevalencias de desnutrición en <5 años en 2018-19 y se compararon con prevalencias de los últimos 30 años. Se estudiaron asociaciones de factores geográficos, del hogar, maternos e individuales con baja talla, utilizando regresión logística múltiple. Resultados. El 4.8% de los <5 años","presentó bajo peso, 14.2% baja talla y 1.4% emaciación. Entre 1988-2012 hubo un descenso en baja talla interrum-pido entre 2012-2018. La baja talla se asoció positivamente con residencia rural, región sur, hogares más pobres, madres indígenas y mayor número de hijos, y negativamente con diversidad dietética. Conclusiones. La desnutrición cró-nica es un problema persistente asociado con factores de vulnerabilidad social, cuya tendencia descendente de 30 años se interrumpió entre 2012-2018. Es imperativo implementar una estrategia nacional de prevención de baja talla.",162
34098602,"Objetivo. Describir el diseño y los resultados de campo de la Encuesta Nacional de Salud y Nutrición (Ensanut) 2020 so-bre Covid-19. Material y métodos. La Ensanut Covid-19 es una encuesta probabilística de hogares. En este artículo se describen los siguientes elementos del diseño: alcance, muestreo, medición, inferencia y logística. Resultados. Se obtuvieron 10 216 entrevistas de hogar completas y 9 464 resultados sobre seropositividad a SARS-CoV-2. La tasa de respuesta de hogar fue 80% y","la de prueba de seropositividad de 44%. Conclusiones. El diseño probabilístico de la Ensa-nut Covid-19 permite hacer inferencias estadísticas válidas sobre parámetros de interés para la salud pública a nivel nacional y regional; en particular, permitirá hacer inferencias de utilidad práctica sobre la prevalencia de seropositividad a SARS-CoV-2 en México. Además, la Ensanut Covid-19 podrá ser comparada con Ensanut previas para identificar potenciales cambios en los estados de salud y nutrición de la población mexicana.",150
34098600,"Objetivo. Estimar el exceso de defunciones por todas las causas en México durante 2020. Material y métodos. Se construyó un canal endémico con las defunciones (2015- 2019), estableciendo el umbral epidémico en el percentil 90, y se comparó con las actas de defunción para estimar el exceso de mortalidad. Resultados. A la semana 53, ocurrieron 326 612 defunciones en exceso (45.1%), con un máximo en la semana 28 (98.0%) y un mínimo en la","semana 41 (35.2%); después de la semana 4 los hombres (51.3%), principalmente de 45-64 años de edad, sin embargo, en los de 60 años o más ocurrió el mayor nú-mero de defunciones. Conclusión. En México, el exceso de mortalidad ha sido prolongado en comparación con otros países, con alta variabilidad interestatal. Esto podría deberse a las condiciones socioeconómicas y a la alta prevalencia de comorbilidades que aumentan el riesgo de morir en la población mexicana.",149
34098592,"Objetivo. Analizar la asociación entre la exposición crónica a contaminantes atmosféricos y la tasa de mortalidad por Covid-19 en ciudades mexicanas. Material y métodos. Estudio ecológico en 25 ciudades mexicanas utilizando el reporte de casos diarios de muertes por Covid-19 (febrero a junio 2020) y datos validados de contaminantes atmosféricos, considerando concentraciones promedio en cada ciudad en el último año. Se utilizaron modelos de regresión Poisson, con modelos aditivos generalizados y variables de ajuste. Resultados. Se","encontró un incremento significativo de 3.5% (IC95% 2.3-4.7) en la tasa de mortalidad por Covid-19 por incremento de 1μg/m3 de NO2. La asociación con PM2.5 fue no significativa, con un incremento de 1.8% por cada μg/ m3. Conclusiones. Los resultados sugieren una asociación entre la mortalidad por Covid-19 y la exposición a NO2. Esta primera aproximación del riesgo asociado con la contami-nación del aire requiere de análisis más precisos, pero es consistente con estudios de otras regiones.",153
34077410,"En este trabajo se recuperan las raíces latinas de la educación, educare y educere, y se muestran sus respectivas equivalencias con la educación pasiva y la educación participativa. Se da cuenta del predomino histórico de la educación pasiva (educare) y su implantación en los países colonizados. Se plantea que el papel de la educación pasiva en la reproducción de los rasgos degradantes de las sociedades actuales (ethos), como el individualismo, la pasividad política y la competitividad, es la razón de su predominio, así como su contribución al control de conciencias que encubre el colapso civilizatorio en curso. Con respecto a la educación médica, los influjos colonizadores revestidos de modernidad han perpetuado la educación pasiva;","desde el Informe Flexner hasta las competencias profesionales. Se afirma que las mentes colonizadas son el mayor obstáculo al progreso de la educación médica. La educación participativa (heredera de educere) se sustenta en la crítica profunda y creativa, potencia cognoscitiva capaz de elaborar un conocimiento penetrante y liberador. Se argumenta que la cima de este tipo conocimiento son formas superiores de ser en lo espiritual, intelectual, moral y convivencial, que cristaliza al emprender proyectos vitales orientados a una descolonización efectiva, que permita aproximarse a sociedades inclusivas, pluralistas, justas y solidarias basadas en la progresión de los derechos humanos y comunitarios, así como en la revaloración y la preservación de la diversidad biológica del planeta.",228
33989495,"Objetivo. Conocer la opinión de actores clave respecto del proceso de judicialización del derecho a la protección de la salud en México. Material y métodos. Se realizaron 30 entrevistas semiestructuradas a representantes de los pode-res Judicial (PJ), Legislativo (PL), Sector Salud (SS), industria farmacéutica, academia y organizaciones de la sociedad civil (OSC) durante mayo de 2017 a agosto de 2018, en distintos lugares de la Ciudad de México. Se transcribieron las graba-ciones y se analizó el contenido con base en categorías de interés. Resultados. Las posturas respecto al fenómeno de la judicialización del derecho a la salud son",disímiles. Hay tensiones entre quienes ven su potencial efecto como agente de cambio del sector y quienes la perciben como una interferencia ilegítima del PJ. No existe una estrategia coordinada entre los sectores para promover un cambio en el SS. Conclusiones. Las posturas respecto al fenómeno de la judicialización en México son disímiles. Hay tensiones entre quienes ven su potencial efecto como agente de cam-bio del sector y quienes la perciben como una interferencia ilegítima del PJ en el SS. Otros argumentan que no existe una estrategia coordinada entre los sectores para promover un cambio en el SS.,196
33989493,"Objetivo. Cuantificar los cambios de sobrepeso y obesidad (SO+O) y determinar su asociación con características sociodemográficas en escolares mexicanos de primarias públicas durante 2015 y 2018. Material y métodos. Estudio transversal comparativo. Se analizaron 6.5 millones de alumnos de 59 724 escuelas. La información deriva del Registro Nacional de Peso y Talla (RNPT) en cuatro periodos escolares, de 2015 a 2019, para niños de 6 a 12 años. Se estimaron razones de momios (RM) y","prevalencias ajustadas mediante regresión logística ordinal generalizada. Resultados. Las RM fueron positivas para SO+O y para obesidad en el sexo masculino, ámbito urbano y baja marginación (p<0.001). La mayor prevalencia ajustada tanto para sobrepeso como para obesidad se reportó en 2016 (p<0.001). La región Sur manifestó ascensos constantes y significativos para obesidad durante cuatro periodos. Conclusión. El RNPT permite detectar diversas características de riesgo actual para el desarrollo de SO+O en escuelas primarias del país.",150
33989492,"Objetivo. Identificar la existencia de desigualdades de género en utilización de atención primaria (AP), urgencias y consulta de enfermería. Material y métodos. Estudio transversal, con encuestas nacionales y europeas de salud (2006-2017) de población española de 16 o más años (n=98 929 personas). Se estudió la evolución en el tiempo y la influencia de los determinantes de género mediante regresiones logísticas en la utilización de servicios sanitarios. Resultados. La utilización de los tres servicios asistenciales","fue mayor en mujeres. Personas pensionistas, aquellas dedi-cadas a labores del hogar, con estudios bajos y clase social manual, tuvieron mayor riesgo de utilización de AP. Urgencias: a mayor edad menor riesgo de utilización. Enfermería: aque-llas dedicadas a las labores del hogar tenían mayor riesgo de utilización. Conclusiones. Son necesarios estudios que analicen las desigualdades de género en contextos como la utilización de servicios sanitarios, así como nuevas estrategias de gestión para conseguir la equidad asistencial.",151
33989490,"Objetivo. Evaluar la calidad de la atención a neonatos con indicadores de proceso, en patologías seleccionadas. Ma-terial y métodos. Evaluación multicéntrica, transversal de nueve indicadores en 28 hospitales de 11 entidades de México. Se utilizó Lot Quality Assurance Sampling (LQAS) para estándares de calidad y muestra por hospital. Casos seleccio-nados al azar del Subsistema Automatizado de Egresos Hos-pitalarios. Se clasifican hospitales como ""cumplimiento con estándar""/""no cumplimiento"" por indicador y, cumplimiento con IC95% exacto binomial,","regional y nacional, según mues-treo estratificado no proporcional. Resultados. Ningún indicador cumple el estándar de 75% en hospitales, con 0 a 19 hospitales que cumplen, según indicador. Excepto la iden-tificación oportuna de asfixia perinatal e inicio de antibiótico correcto en sospecha de sepsis temprana, el cumplimiento es <50% en todos los demás indicadores. Conclusiones. La calidad de la atención a neonatos en hospitales es heterogé-nea y deficiente. Se proponen indicadores para monitorizar iniciativas de mejora.",149
33989487,Objetivo. Resumir la evidencia científica sobre efectos maternos y neonatales del Covid-19 durante el embarazo. Material y métodos. Se realizó una revisión rápida Cochrane y un metaanálisis de proporciones y razones de momios (RM). Resultados. Los eventos maternos más comunes fueron la ventilación mecánica invasiva y admisión a la unidad de cuidados intensivos (UCI); las complicaciones del embarazo fueron el sufrimiento fetal y la ruptura prematura de membranas; las comorbilidades fueron la obesidad y el asma. Las,"cesáreas indicadas por Covid-19 fueron frecuentes (51%). Los eventos neonatales comunes fueron bajo peso y prematuridad; se identificaron neonatos SARS-CoV-2 posi-tivos (14%). Las embarazadas con Covid-19 experimentaron más cesáreas (RM combinada=6.7) y partos pretérmino (RM combinada=2.9); los neonatos experimentaron más admisio-nes a la UCI neonatal (RM combinada=5.9). Conclusión. La evidencia sobre los efectos adversos del Covid-19 durante el embarazo es limitada. No se pueden descartar riesgos a la salud del binomio, particularmente debido a las cesáreas y prematuridad.",155
33989486,"Objetivo. Describir la evidencia disponible sobre la trans-misión por Covid-19 e infecciones respiratorias agudas simi-lares al Covid-19 en espacios públicos abiertos. Material y métodos. La búsqueda incluyó 4 926 artículos en inglés de los años 2000 a 2020. Seis investigadores revisaron el título y el resumen de los artículos de Embase y PubMed; dos inves-tigadores revisaron los de medRxiv. Todos los investigadores revisaron textos completos y otros resolvieron las discre-pancias. Resultados. De los 21 artículos seleccionados, se","observó que la presencia de virus en superficies públicas, aguas residuales y áreas exteriores no fue indicativa de trans-misión. No obstante, se observó que el uso de cubrebocas, el lavado de manos, el distanciamiento social, no asistir a eventos masivos y la movilidad individual a espacios públicos podría ayudar a reducir el riesgo de transmisión. Conclusión. Esta información podría coadyuvar a generar recomendaciones en salud pública, sin embargo, es recomendable actualizar esta revisión conforme avance la evidencia científica.",155
33989483,"Objetivo. Resumir la evidencia científica sobre las altera-ciones renales asociadas con la infección por SARS-CoV-2. Material y métodos. Se realizó una revisión rápida con la metodología Cochrane. Resultados. La enfermedad renal crónica (ERC) preexistente en pacientes con SARS-CoV-2 varió de 1 a 38% y la lesión renal aguda (LRA), de 2.9 a 86.4%. El pronóstico de la infección fue peor en pacientes con ERC y en aquellos con reserva renal remanente (RRR) intacta que desarrollaron LRA. El riesgo","de muerte fue mayor (riesgo relativo combinado = 1.49; IC95%: 1.09-2.04) en pacientes infectados por SARS-CoV-2 con ERC preexistente. Los mar-cadores de RRR mostraron alteraciones en pacientes con SARS-CoV-2 graves y fatales; el marcador más utilizado fue la creatinina sérica. Conclusiones. La evidencia científica muestra la relevancia de la evaluación y monitoreo perma-nente de la RRR en pacientes hospitalizados por SARS-CoV-2 para mejorar el pronóstico de aquellos con ERC preexistente, así como de aquellos sin ERC que desarrollan LRA.",157
33989481,Objetivo. Determinar el nivel de evidencia sobre la proba-bilidad de transmisión de enfermedades respiratorias agudas en el transporte público colectivo. Material y métodos. Se utilizó la metodología de revisiones rápidas de Cochrane. La estrategia de búsqueda abarcó una base de datos acadé-mica hasta el 10 de diciembre de 2020. Resultados. Se identificaron 16 manuscritos que cumplieron los criterios de selección. En estudios de cohorte agrupados se encontró que el momio de seroconversión por influenza A,o B fue 54% mayor en personas con uso frecuente de transporte público colectivo en comparación con las personas con un uso poco frecuente (razón de momios: 1.54; IC95%:1.06-2.01). Conclusión. La probabilidad de contagio por enfermeda-des respiratorias agudas puede incrementar con el uso del transporte público colectivo. Algunas recomendaciones para reducir la probabilidad de contagio en el transporte público colectivo son el uso de cubrebocas y reducir el número de pasajeros y tiempo de traslado.,150
33989480,"Una de las primeras iniciativas para llevar atención médica a las comunidades rurales de México fue el servicio social de medicina, el cual se implantó en la Universidad Nacional Autónoma de México y en la Universidad Michoacana de San Nicolás de Hidalgo en 1936, y cuya paternidad se atribuyeron diversos ilustres médicos mexicanos. Este texto precisa las contribuciones de varios actores a la promoción, diseño e implantación de","esta importante innovación educativa y de atención a la salud. La principal conclusión de este artículo es que la prestación de servicios de salud a las comunidades rurales por estudiantes de medicina en su último año de carrera en México no fue idea de una sola persona, sino re-sultado de varios esfuerzos encabezados por diversos actores, entre ellos estudiantes y profesores de medicina, sanitaristas y funcionarios universitarios y gubernamentales.",137
33989477,"Este artículo propone intervenciones estructurales dirigidas a la reorganización del trabajo para evitar un repunte de casos de Covid-19, permitiendo la continuidad de la actividad económica. Se resume la evidencia disponible acerca de los ciclos de trabajo-confinamiento y la posible aplicación de ciclos de cuatro días de trabajo por tres de confinamiento (4x3) en el contexto mexicano. También se discuten otras intervenciones como la continuación del teletrabajo en algunos sectores",y el escalonamiento de las jornadas de trabajo como medidas complementarias a los ciclos de trabajo-confinamiento. Esta discusión se da en el contexto de alta informalidad y escasos recursos para absorber una pérdida importante de la productividad por las empresas medianas y pequeñas en México. Se considera la necesidad de implementar apoyos para que personas y empresas puedan mitigar pérdidas en salarios y ganancias tanto del sector formal como informal.,140
33989472,"El suministro de las primeras vacunas de Covid-19 que se registren para uso poblacional, en el mundo, será limitado a corto y mediano plazo y por lo tanto se requiere definir grupos poblacionales que recibirán la vacuna al inicio y de manera subsecuente. Con este fin, el Grupo Técnico Asesor de Vacuna Covid-19 de México ha consultado los documentos generados por la OMS y diversos países sobre priorización de grupos poblacionales a vacunar, incluyendo los principios éticos en la asignación de estas vacunas. En el análisis del beneficio de la vacunación en relación con el riesgo de morir por Covid-19 en México, los resultados preliminares identificaron que el","mayor beneficio se obtiene iniciando la vacunación con trabajadores de la salud y las personas de 60 años o más con o sin comorbilidades por década de la vida descendente, además de las personas de 50 a 59 años con comorbilidades y posteriormente la población restante. En presencia de una crisis de salud pública la estrategia de vacunación Covid-19 será completamente diferente de los mecanismos usuales del Programa de Vacunación Universal. La comunicación de la estrategia de vacunación Covid-19 debe llevar un mensaje al alcance y comprensión de todos, que transparente los criterios de priorización adoptados y el respeto de los principios esenciales de equidad, universalidad y bien común.",217
33984218,"Objetivo. Describir prácticas de consumo de bebidas y uso de bebederos escolares en estudiantes de secundarias del Programa Nacional de Bebederos Escolares (PNBE). Material y métodos. Estudio transversal descriptivo, con enfoque mixto en secundarias públicas (turnos matutino y vespertino). Se indagó el consumo de agua y bebidas azucaradas, utilización de bebederos escolares y barreras-facilitadores para el consumo de agua. Resultados. Se entrevistaron 617 estudiantes (11 a 16 años); 51.5% fueron hombres. El",consumo promedio de agua (568.9 ml; IC95%: 470.7-667.1) y bebidas azucaradas (143.4 ml; IC95%:124.0-162.7) fue similar entre hombres y mujeres. En el turno matutino las mujeres presentaron una menor probabilidad de hacer uso de los bebederos en comparación con los hombres (p=0.032). Hombres y mujeres desconfían del agua de los bebederos. Conclusiones. Se requieren acciones integrales para favorecer el consumo de agua y el uso de los bebederos en las secundarias del PNBE.,145
33984217,"Objetivo. Identificar factores demográficos y clínicos asociados con la mortalidad por dengue grave en cinco de-partamentos de Colombia. Material y métodos. Análisis secundario de un estudio de casos y controles basado en pa-cientes admitidos de 2009 a 2013. Los casos fueron pacientes que murieron por dengue y los controles fueron pacientes con dengue grave sobrevivientes a la enfermedad. Se utilizó el procedimiento de Mantel-Haenszel para identificar los factores. Resultados. Analizando 58 casos y 121 controles, cuatro factores fueron asociados","con la mortalidad por den-gue: administración hospitalaria de dipirona (RMa=6.38 IC95% 2.41-16.86) y de acetaminofén (RMa=0.25 IC95% 0.10-0.61), presencia de comorbilidad (RMa=3.52 IC95% 1.51-8.18) y consulta previa por el mismo padecimiento (RMa=3.99 IC95% 1.63-9.77). Conclusiones. La administración de dipirona en pacientes con dengue grave se asoció con un aumento del riesgo de mortalidad. Si se considera que la dipirona fue retirada del mercado en 20 países por sus efectos secunda-rios, se puede desaconsejar su uso en el manejo del dengue.",159
33984216,"Objetivo. Documentar la evolución de los marcos reguladores de la publicidad de alimentos y bebidas no alcohólicas (PABNA) dirigida a la población infantil (PI) en México. Material y métodos. Revisión documental de las leyes, reglamentos y lineamientos encargados de regular la PABNA publicados en el Diario Oficial de la Federación (DOF) desde 1926 hasta 2016. Resultados. Se revisaron 18 documentos del DOF, se identificaron ventajas y limitaciones","que tienen los marcos reguladores respecto a la PABNA dirigida a la PI y cómo se ha adecuado la regulación a los cambios en los medios de comunicación. Conclusiones. Es necesario implementar una regulación estricta sobre la PABNA dirigida a la PI, la cual evite mensajes que promuevan el consumo de productos de baja calidad nutrimental, relacionados con el incremento de prevalencias de sobrepeso, obesidad y enfermedades crónicas.",135
33984214,"Objetivo. Evaluar la asociación entre el perfil nutricional y las estrategias de publicidad de alimentos procesados de trigo y maíz (APTM) ofertados en puntos de venta de la Ciudad de México. Material y métodos. Se recolectó información del contenido nutricional y tipos de publicidad para doce categorías de APTM en 58 puntos de venta localizados en zonas de niveles socioeconómicos (NSE) bajo y alto. Resultados. El 8.5 y 10.7% de APTM en NSE bajo y alto fueron saludables, respectivamente. ≤12% de los APTM","fueron saludables, excepto harinas (~30%) y pastas (~95%). Entre ambos NSE, de 28.3% a 31.9% de APTM usaron personajes, de 46.5% a 50.1% promociones y de 38.2% a 41.3% claims. Se encontraron asociaciones significativas (p<0.001) en el uso de publicidad de APTM no saludables en ambas zonas de NSE. Conclusiones. La mayoría de los APTM en venta fueron no saludables, y se ofertaron más en el NSE bajo. En ambos NSE la mayoría de APTM no saludables usa estrategias publicitarias para estimular su consumo.",167
33984212,"Objetivo. Describir el trabajo precario en el sector ladrillero de México, sus efectos en salud e intervenciones. Material y métodos. Se realizó una revisión sobre el sector ladrillero, así como su impacto en la salud y los estudios de exposición que se han realizado en México en bases de datos y sitios gubernamentales con restricción de idioma inglés y español. Las palabras claves utilizadas fueron ""trabajo precario"", ""contaminación por ladrilleras"", ""efectos en salud"" e ""intervenciones"".","Resultados. Existen pocos trabajos que señalen la exposición ambiental y biológica en el sector ladrillero del país. Se encontraron diversas intervenciones en el sector para reducir los impactos ambientales y de salud, sin embargo, no se enfocan directamente en el trabajador y sus familias. Conclusión. Las zonas ladrilleras presentan altos niveles de contaminación. Se requiere de información que refleje la exposición a mezclas de sustancias tóxicas en trabajadores, familias y población aledaña a estas zonas.",150
33984211,Objetivo. Presentar los resultados de una intervención pedagógica para mejorar la calidad en el trato que brindan los prestadores de servicios de salud en regiones indígenas. Material y métodos. Se diseñó una metodología didáctica con enfoque crítico-constructivista dirigida a personal de salud que atiende a población indígena en cinco entidades de México. Resultados. Entre 09/2016 a 01/2020 se capacitó a 1 825 trabajadores de la salud que deconstruyeron las creencias que determinan prácticas de discriminación,"y maltrato durante la atención a la salud de los usuarios indígenas. La intervención logró un aprendizaje significativo transformador de las valoraciones y prácticas sociales, con propuestas para evitar cualquier forma de maltrato y garantizar el trato digno. Conclusiones. Para la construcción de un sistema de salud universal y equitativo, es necesario incluir intervenciones que actúen sobre las creencias determinantes de las prácticas de discriminación y maltrato en los servicios de salud hacia grupos sociales vulnerables.",151
33984210,"Objetivo. Resumir y analizar la evidencia de la asociación entre Covid-19 y factores climáticos. Material y métodos. Se utilizó la metodología de revisiones rápidas de Cochrane. Se buscaron artículos publicados del 1 de enero al 27 de abril de 2020 en una base de datos académica y preprints. Los títulos y resúmenes fueron revisados por dos investigadores y los textos completos por cinco investigadores. Resultados. De 354 artículos identificados, 26 cumplieron los","criterios de elegibilidad establecidos. De éstos, 20 observaron una asociación inversa. Al evaluar su calidad, nueve calificaron con validez moderada, porque si bien ajustaron por covariables en el análisis, son estudios ecológicos. Conclusiones. A pesar de la homogeneidad de resultados, los factores climáticos explican un porcentaje pequeño de la variación de Covid-19. Son necesarios estudios con periodo de análisis más largo que capten tendencia y estacionalidad e incluyan factores de riesgo individuales.",144
33984208,Objetivo. Reflexionar sobre el apoyo emocional que los Grupos de Ayuda Mutua (GAM) dan a personas indígenas con diabetes y su importancia en el apego al tratamiento. Material y métodos. Estudio cualitativo: 25 entrevistas semiestructuradas; tres grupos focales (17 participantes); y observación no participante. Se realizó análisis de contenido con el apoyo del programa Atlas-ti. Resultados. Se identificaron expresiones emocionales relacionadas con el padecimiento. La opinión,"sobre el trabajo grupal fue positiva. El GAM es un espacio de catarsis, pero no funciona como soporte para enfrentar las restricciones del tratamiento y el impacto emocional en caso de complicaciones mayores. Conclusiones. Con la debida capacitación del personal de salud a cargo de los grupos, los GAM pueden llegar a ser espacios de soporte emocional para las personas indígenas y contribuir a su bienestar.",132
33984207,"Objetivo. Determinar la prevalencia y los factores de riesgo para sífilis en población indígena masculina de Paraguay durante el año 2017. Material y métodos. Se realizó un estudio observacional, descriptivo, con muestro probabilístico, estratificado y multietápico. Fueron incluidos indígenas de sexo masculino, mayores de 15 años de edad, de cinco familias lingüísticas residentes en Paraguay durante el periodo de estudio. Resultados. La prevalencia de sífilis en hombres de la población indígena de Paraguay fue de 4.50%. Los indígenas que tenían entre","15 y 20 años tuvieron 2.70 probabilidades de presentar sífilis. Asimismo, los participantes que reportaron múltiples parejas en el último año, sexo transaccional y consumir alcohol en la última relación sexual tuvieron 2.69, 3.06 ym 2.16 veces la probabilidad de presentar sífilis, respectivamente. Conclusiones. Se encontró una prevalencia moderada de sífilis en la población indígena masculina. La prevalencia fue de dos veces más para aquéllos que tenían más de dos parejas sexuales, sexo transaccional y que involucraban alcohol durante la práctica sexual.",163
